2026-07-14 16:15:26 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:36 - << Exiting StudentController.downloadCourseMaterialFile() with result = <200 OK OK,[B@f02f033,[Content-Type:"application/pdf", Content-Disposition:"attachment; filename="spring_boot_notes_1.pdf""]> (Execution time: 774 ms)
2026-07-14 16:15:31 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 0 ms)
2026-07-14 16:15:33 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:33 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:33 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 0 ms)
2026-07-14 16:15:33 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 16 ms)
2026-07-14 16:15:34 INFO  [http-nio-9098-exec-7] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:34 INFO  [http-nio-9098-exec-5] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:34 INFO  [http-nio-9098-exec-5] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 0 ms)
2026-07-14 16:15:34 INFO  [http-nio-9098-exec-7] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 0 ms)
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-3] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 2 ms)
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-3] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 2 ms)
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 0 ms)
2026-07-14 16:15:37 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 0 ms)
2026-07-14 16:15:38 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:38 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:38 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 6 ms)
2026-07-14 16:15:38 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 4 ms)
2026-07-14 16:15:39 INFO  [http-nio-9098-exec-7] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:39 INFO  [http-nio-9098-exec-5] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:39 INFO  [http-nio-9098-exec-7] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 5 ms)
2026-07-14 16:15:39 INFO  [http-nio-9098-exec-5] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 8 ms)
2026-07-14 16:15:43 INFO  [http-nio-9098-exec-3] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:43 INFO  [http-nio-9098-exec-3] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 244 ms)
2026-07-14 16:15:43 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:43 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 7 ms)
2026-07-14 16:15:44 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:44 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:44 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,1,[]> (Execution time: 11 ms)
2026-07-14 16:15:44 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 5 ms)
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering StudentController.submitAssignment() with argument[s] = [2, org.springframework.web.multipart.support.StandardMultipartHttpServletRequest$StandardMultipartFile@2610d448]
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering FileStorageService.generateSubmissionFileName() with argument[s] = [Spring Boot, 1]
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting FileStorageService.generateSubmissionFileName() with result = spring_boot_submission_1.pdf (Execution time: 0 ms)
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering FileStorageService.storeFile() with argument[s] = [org.springframework.web.multipart.support.StandardMultipartHttpServletRequest$StandardMultipartFile@2610d448, submissions, spring_boot_submission_1.pdf]
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting FileStorageService.storeFile() with result = uploads\submissions\spring_boot_submission_1.pdf (Execution time: 25 ms)
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting StudentController.submitAssignment() with result = <201 CREATED Created,SubmissionOutputDTO(submissionId=2, studentId=1, studentName=sanjay, enrollmentNumber=ENR-1784025610510, fileName=spring_boot_submission_1.pdf, submittedAt=2026-07-14T16:15:46.551756900, status=SUBMITTED, grade=null, feedback=null, assignmentId=2, assignmentTitle=Assignemnet 1, courseId=2, courseTitle=Spring Boot),[]> (Execution time: 169 ms)
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-8] c.c.c.LoggingAspect:28 - >> Entering StudentController.getMySubmissions() with argument[s] = []
2026-07-14 16:15:46 INFO  [http-nio-9098-exec-8] c.c.c.LoggingAspect:36 - << Exiting StudentController.getMySubmissions() with result = <200 OK OK,[SubmissionOutputDTO(submissionId=1, studentId=1, studentName=sanjay, enrollmentNumber=ENR-1784020689194, fileName=introduction_on_spring_boot_submission_1.pdf, submittedAt=2026-07-14T15:08:39.711874, status=GRADED, grade=95.0, feedback=Good effort, assignmentId=1, assignmentTitle=assignment 1, courseId=1, courseTitle=Introduction on Spring Boot), SubmissionOutputDTO(submissionId=2, studentId=1, studentName=sanjay, enrollmentNumber=ENR-1784025610510, fileName=spring_boot_submission_1.pdf, submittedAt=2026-07-14T16:15:46.551757, status=SUBMITTED, grade=null, feedback=null, assignmentId=2, assignmentTitle=Assignemnet 1, courseId=2, courseTitle=Spring Boot)],[]> (Execution time: 60 ms)
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-3] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,2,[]> (Execution time: 7 ms)
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-3] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=3, userEmail=sanjay@gmail.com, title=Submission Successful, message=Your assignment file 'spring_boot_submission_1.pdf' was successfully processed., isRead=false, createdAt=2026-07-14T16:15:46.642651), Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 7 ms)
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,2,[]> (Execution time: 5 ms)
2026-07-14 16:15:47 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=3, userEmail=sanjay@gmail.com, title=Submission Successful, message=Your assignment file 'spring_boot_submission_1.pdf' was successfully processed., isRead=false, createdAt=2026-07-14T16:15:46.642651), Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 5 ms)
2026-07-14 16:15:48 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:48 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:48 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,2,[]> (Execution time: 0 ms)
2026-07-14 16:15:48 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=3, userEmail=sanjay@gmail.com, title=Submission Successful, message=Your assignment file 'spring_boot_submission_1.pdf' was successfully processed., isRead=false, createdAt=2026-07-14T16:15:46.642651), Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 0 ms)
2026-07-14 16:15:49 INFO  [http-nio-9098-exec-9] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:15:49 INFO  [http-nio-9098-exec-8] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:15:49 INFO  [http-nio-9098-exec-8] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,2,[]> (Execution time: 4 ms)
2026-07-14 16:15:49 INFO  [http-nio-9098-exec-9] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[Notification(notificationId=3, userEmail=sanjay@gmail.com, title=Submission Successful, message=Your assignment file 'spring_boot_submission_1.pdf' was successfully processed., isRead=false, createdAt=2026-07-14T16:15:46.642651), Notification(notificationId=2, userEmail=sanjay@gmail.com, title=New Assignment Released, message=A new evaluation assignment task 'Assignemnet 1' has been published in your course. Total Marks: 100.0, isRead=false, createdAt=2026-07-14T16:15:02.601502), Notification(notificationId=1, userEmail=sanjay@gmail.com, title=Assignment Graded, message=Your submission for 'assignment 1' in course 'Introduction on Spring Boot' has been graded. Score: 95.0, isRead=true, createdAt=2026-07-14T16:05:26.269793)],[]> (Execution time: 4 ms)
2026-07-14 16:16:01 INFO  [http-nio-9098-exec-5] c.c.c.LoggingAspect:28 - >> Entering UserController.userLogin() with argument[s] = [LoginDTO(email=aditya@gmail.com, password=Qwertuy@123)]
2026-07-14 16:16:01 ERROR [http-nio-9098-exec-5] c.c.c.LoggingAspect:43 - Exception in UserController.userLogin() with cause = Invalid credentials provided.
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:28 - >> Entering UserController.userLogin() with argument[s] = [LoginDTO(email=aditya@gmail.com, password=Qwerty@123)]
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:36 - << Exiting UserController.userLogin() with result = <200 OK OK,LoginResponseDTO(userId=2, email=aditya@gmail.com, userName=aditya, role=INSTRUCTOR, phone=9345678911, token=eyJhbGciOiJIUzI1NiJ9.eyJyb2xlIjoiSU5TVFJVQ1RPUiIsInN1YiI6ImFkaXR5YUBnbWFpbC5jb20iLCJpYXQiOjE3ODQwMjU5NjcsImV4cCI6MTc4NDA2MTk2N30.9-TBxF1-Cv-YTZc2XY-YIgzrfRYILiKOPXkNh1BPyrw),[]> (Execution time: 334 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-8] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[],[]> (Execution time: 0 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-8] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,0,[]> (Execution time: 7 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-7] c.c.c.LoggingAspect:28 - >> Entering InstructorController.getInstructorProfile() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-7] c.c.c.LoggingAspect:36 - << Exiting InstructorController.getInstructorProfile() with result = <200 OK OK,InstructorOutputDTO(instructorId=1, skills=[JAVA, SPRING_BOOT, DATABASE, PYTHON, MACHINE_LEARNING], experience=4, dateOfBirth=1990-08-11, userId=2, name=aditya, email=aditya@gmail.com, phone=9345678911, role=INSTRUCTOR),[]> (Execution time: 15 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:28 - >> Entering InstructorController.getAssignedCourses() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-4] c.c.c.LoggingAspect:36 - << Exiting InstructorController.getAssignedCourses() with result = <200 OK OK,[CourseOutputDTO(courseId=1, title=Introduction on Spring Boot, description=This is intermediate spring backend course., syllabusPath=null, prerequisite=BASIC_JAVA, instructorId=1, instructorName=aditya), CourseOutputDTO(courseId=2, title=Spring Boot, description=null, syllabusPath=null, prerequisite=BASIC_JAVA, instructorId=1, instructorName=aditya)],[]> (Execution time: 39 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:28 - >> Entering InstructorController.getMyExams() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-1] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[],[]> (Execution time: 15 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-10] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getUnreadCount() with result = <200 OK OK,0,[]> (Execution time: 5 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-6] c.c.c.LoggingAspect:36 - << Exiting InstructorController.getMyExams() with result = <200 OK OK,[ExamOutputDTO(examId=1, title=spring boot , description=spring boot exams, examDate=2026-07-15T15:10, durationMinutes=180, totalMarks=100, passingMarks=40, courseId=1, courseTitle=Introduction on Spring Boot, instructorId=1, instructorName=aditya, roomId=1, roomName=Hall A odc 1, roomLocation=SDB 1, roomNumber=1, createdAt=2026-07-14T15:10:40.899486)],[]> (Execution time: 35 ms)
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-2] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getUnreadCount() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-9] c.c.c.LoggingAspect:28 - >> Entering NotificationController.getMyAlerts() with argument[s] = []
2026-07-14 16:16:07 INFO  [http-nio-9098-exec-9] c.c.c.LoggingAspect:36 - << Exiting NotificationController.getMyAlerts() with result = <200 OK OK,[],[]> (Execution time: 7 ms)
